SENTENCE	FULL_CONTEXT	MOVIE_ID	SENT_ID	REGION	YEAR
Um, this is the bathroom.	Yeah, I know. <i> Um, this is the bathroom. </i> Closet.	6406429	1590	US	2001
And I'm standing right in front of her.	Most days, she doesn't know me, <i> And I'm standing right in front of her. </i> Oh, the mind always was the Achilles heel in our family.	6406429	669	US	2001
Continue with your witness, Mr. Turner.	Motion denied. <i> Continue with your witness, Mr. Turner. </i> Mr. Dawson... it's hard.	4728198	447	US	2001
Yeah, but don't you think that sounds a little bit one-sided?	He'll do anything for her. <i> Yeah, but don't you think that sounds a little bit one-sided? </i> No, I don't.	5450161	1919	US	2013
What's up for you today?	Mm-hmm. <i> What's up for you today? </i> What are you doing?	6406429	1062	US	2001
But in some ways, I'm smarter than she is.	That's true, but the issue here is that... at the age of seven, Lucy is smarter than you. <i> But in some ways, I'm smarter than she is. </i> You got to be firm on this.	4728198	277	US	2001
* And once you've seen what they have been,** to win the earth just won't seem worth** your night or your day.	* They'll only smile* to see you while your time away.* <i> * And once you've seen what they have been,** to win the earth just won't seem worth** your night or your day. </i> * Who'll hear what I say?	6406429	1745	US	2001
I thought you were different.	I really liked you, you know? <i> I thought you were different. </i> But you're not.	5450161	1401	US	2013
You know, uh, she's got a little crooked tooth.	What the fuck is her name? <i> You know, uh, she's got a little crooked tooth. </i> Cry in her voice, la-la-la, reads her poetry.	6406429	683	US	2001
Jackson told Wyatt he wasn't my best friend anymore.	Willy, hi. <i> Jackson told Wyatt he wasn't my best friend anymore. </i> Could we possibly talk About this when I get home?	4728198	1484	US	2001
Too hard one of these days.	You know, you're going to push those guys <i> Too hard one of these days. </i> Who gives a shit?	6406429	622	US	2001
I forgive you, or we're supposed to get back together or something?	What do I say? <i> I forgive you, or we're supposed to get back together or something? </i> - No.	5450161	1899	US	2013
"Because when Lucy comes through the door... everybody says,"" surprise!"""	"The customer's always right. <i> Because when Lucy comes through the door... everybody says,"" surprise!"" </i> You gotta stop bouncing for a second."	4728198	1316	US	2001
Helping you tell your story,	I thought maybe, by coming back here, <i> Helping you tell your story, </i> I could help you get past it.	6406429	1450	US	2001
Mr. Dawson admitted he felt very confused at times.	On the contrary. <i> Mr. Dawson admitted he felt very confused at times. </i> Actually, that he felt terrified... that he'd made and would continue to make--	4728198	1866	US	2001
I know, I was about to say, the mighty Don bringing out the long game?	Shit! <i> I know, I was about to say, the mighty Don bringing out the long game? </i> - She's a dime, but...	5450161	342	US	2013
So I think that her arrest	Oh, God, that's horrible. <i> So I think that her arrest </i> Might by symptomatic of...	6406429	199	US	2001
Yeah, because they're the same as yours.	Because they're the same as mine. <i> Yeah, because they're the same as yours. </i> Yeah.	5340423	1241	US	2013
Through the ministry of the Church, may God give you pardon and peace, and I absolve you from your sins in the name of the Father, the Son and the Holy Spirit.	- Thank you, Father. <i> Through the ministry of the Church, may God give you pardon and peace, and I absolve you from your sins in the name of the Father, the Son and the Holy Spirit. </i> Amen.	5450161	199	US	2013
Father, I'm really sorry, but could you just tell me how you got to those numbers, please?	Wait! <i> Father, I'm really sorry, but could you just tell me how you got to those numbers, please? </i> 'Cause I...	5450161	1815	US	2013
Don't you have to record this?	Yeah, there's a reason for that. <i> Don't you have to record this? </i> I mean, how do you remember everything?	6406429	1199	US	2001
-# Feel the vibration-# It's such a good vibration#	# It's such a sweet sensation <i> -# Feel the vibration-# It's such a good vibration# </i> # It's such a sweet sensation	5450161	1985	US	2013
Probably spent the first month trying to figure out what was in it for her, you know.	I... <i> Probably spent the first month trying to figure out what was in it for her, you know. </i> But I guess you have to take a person at their word that...	5340423	682	US	2013
So that's make things better.	And you'd only be a few feet away from her, <i> So that's make things better. </i> You know what some of the guys around here are calling you?	6406429	1022	US	2001
think I could make eggs or something?	Morning. <i> think I could make eggs or something? </i> Yeah, sure.	5340423	636	US	2013
I am happy to report he is.	May he rot in hell too. <i> I am happy to report he is. </i> In prison, I mean.	6406429	1226	US	2001
It details how you raped Sherry.	And to my editor at the magazine. <i> It details how you raped Sherry. </i> [ Laughs]	6406429	1678	US	2001
- Yeah, he needed the hours.	- Stevie? <i> - Yeah, he needed the hours. </i> - I don't think I know Stevie, no?	5450161	1152	US	2013
I mean, she literally walked in this morning... you know, you know how much I like Kate, but it's the thing about her that's annoying, where you're like...	"I think last night or early this morning. <i> I mean, she literally walked in this morning... you know, you know how much I like Kate, but it's the thing about her that's annoying, where you're like... </i> You know, she came in, literally going like,"" I'm free!"""	5340423	1318	US	2013
Could you really do that?	How much is it gonna bother you if I take that knife away and stick it in your neck? <i> Could you really do that? </i> Yeah, I will.	6801883	621	US	2014
Tell me more about this beer you have.	Yeah, I got everything. <i> Tell me more about this beer you have. </i> Oh, ow, ow, ow.	5340423	2087	US	2013
I was taking a nap in some alley.	Where did you get it? <i> I was taking a nap in some alley. </i> Heard some footsteps.	6801883	868	US	2014
Oh, thank you very much.	You like nice. <i> Oh, thank you very much. </i> This place is gorgeous.	5340423	334	US	2013
No, no, no offense taken.	I mean, real pussy's all good, but, no offense... <i> No, no, no offense taken. </i> So you like porn better than sex?	5450161	1632	US	2013
Consider it my gift to you.	And there's twenty thousand dollars. <i> Consider it my gift to you. </i> There's twenty more if you find the two fucks who killed her.	6801883	133	US	2014
And you take one night class for me, baby?	- Mm... <i> And you take one night class for me, baby? </i> One little class?	5450161	567	US	2013
You can finish it up all for yourself, can't you?	We, in turn, I don't know... <i> You can finish it up all for yourself, can't you? </i> We are not going to argue the price.	6801883	1250	US	2014
You know, maybe even as early as next week, hopefully?	So I say we strike while the iron's hot. <i> You know, maybe even as early as next week, hopefully? </i> We go out there to Three Floyds, and maybe, you know, leave early, like around 3: 00, next Thursday or Friday, whatever you think works... whatever works for, you know, a lot of the guys.	5340423	2307	US	2013
There were only about 10, and most of those were on the 5th Avenue side.	Eduardo was wrong. <i> There were only about 10, and most of those were on the 5th Avenue side. </i> And there were 4 more floating in the pond down there.	6801883	467	US	2014
Just look at me, look at me, look at me.	Okay, okay, all right. <i> Just look at me, look at me, look at me. </i> Okay, I need you to breathe.	6377252	825	US	2009
As I was getting the collections together for Freddy's widow I found this.	"One more thing. <i> As I was getting the collections together for Freddy's widow I found this. </i> "" For a good time, call 555-0125."""	6377252	255	US	2009
There's a box up on my closet.	What's going on? <i> There's a box up on my closet. </i> I want you to get it for me.	6801883	1217	US	2014
How long have you been waiting to say that?	Careful with my pussy. <i> How long have you been waiting to say that? </i> The whole U-haul ride, you've been thinking...	5340423	2095	US	2013
Doesn't offend me at all.	If you don't mind. <i> Doesn't offend me at all. </i> Awesome.	5340423	677	US	2013
'Cause when I was younger,	Why are you so good at blackjack? <i> 'Cause when I was younger, </i> I used to work on the riverboats in the casinos.	5340423	970	US	2013
Yeah, I think I know that place.	How about green-wood cemetery? <i> Yeah, I think I know that place. </i> You should.	6801883	1401	US	2014
When I was his age, I was hot-wiring cars.	He's a good kid. <i> When I was his age, I was hot-wiring cars. </i> Okay.	6377252	457	US	2009
I've got a veggie lasagna, but it's not done yet, so I thought I would feed us something for now.	You got style, woman. <i> I've got a veggie lasagna, but it's not done yet, so I thought I would feed us something for now. </i> Thank you.	5340423	1573	US	2013
Whether you take it or not.	He pays for your cab out there and back each time. <i> Whether you take it or not. </i> Please.	6801883	45	US	2014
- I need you to stay with me.	All right. <i> - I need you to stay with me. </i> - What's happening to me?	6377252	822	US	2009
- I'll still be there, who knows?	He moves around a lot. <i> - I'll still be there, who knows? </i> - How do I get in?	6801883	703	US	2014
'Cause you can have a magnet.	Do I have a fridge? <i> 'Cause you can have a magnet. </i> A magnet, ooh.	5340423	87	US	2013
I cannot go to jail.	Jimmy needs me. <i> I cannot go to jail. </i> You hear me?	6377252	489	US	2009
- Can I get you something to drink?	Yeah, come on in. <i> - Can I get you something to drink? </i> - No.	6801883	538	US	2014
We just stop the bleeding we can wait this out.	Okay, all right. <i> We just stop the bleeding we can wait this out. </i> Me and you.	6377252	847	US	2009
Have you talked to Jimmy about the situation?	The whole damn world, bro. <i> Have you talked to Jimmy about the situation? </i> He knows the bank wants the house, but he thinks I'll figure it out.	6377252	352	US	2009
