SENTENCE	FULL_CONTEXT	SLANG_TERM	ANNOTATOR_CONFIDENCE	MOVIE_ID	SENT_ID	REGION	YEAR	DEFINITION_SENTENCE	DEFINITION_SOURCE_URL	LITERAL_PARAPHRASE_OF_SLANG
So you gonna join us?	That's love, innit? <i> So you gonna join us? </i> I can't, man.	gonna	2	4683078	605	UK	2012			
I wasn't gonna let her do that.	She was gonna try to take my kids away from me. <i> I wasn't gonna let her do that. </i> What about the kids, Darius?	gonna	2	5052284	265	UK	2002			
Just in time for him to murder his wife and kids.	But before the case could go to trial, the Army shipped Darius back home to Texas and discharged him. <i> Just in time for him to murder his wife and kids. </i> Which goes to prove my point.	kids	1	5052284	96	UK	2002			
Had my shit out on the table.	- How many phones you rob today? <i> Had my shit out on the table. </i> When I put it back in my bag, I must have picked it up by mistake.	my shit	1	6010762	836	UK	2012			
- I'll dead him if you want me to.	I had to duck. <i> - I'll dead him if you want me to. </i> - You'll do what?	dead	1	6010762	1583	UK	2012			
Caught your act in court, Doc.	Hmm? <i> Caught your act in court, Doc. </i> There's been some fallout already.	doc	1	5052284	858	UK	2002			
- So you can clean your stuff, man.	- You ain't got it yet? <i> - So you can clean your stuff, man. </i> So you've cleaned the house, yeah?	man	1	6010762	708	UK	2012			
Don's gonna be back soon.	Move! <i> Don's gonna be back soon. </i> So what happens now?	gonna	2	4471635	1261	UK	2010			
Make the noise again, cunt!	Make fuckin' noises! <i> Make the noise again, cunt! </i> Go on!	cunt	2	6010762	347	UK	2012			
Get your fucking clothes off!	I can't take my clothes off, man. <i> Get your fucking clothes off! </i> What's wrong?	fucking	3	6010762	307	UK	2012			
♪ What you gonna do, baby?	♪ People want to step into the party and jive ♪ <i> ♪ What you gonna do, baby? </i> It's on you ♪	gonna	1	4471635	357	UK	2010			
What the fuckin' hell are you up to?	What the fuck! <i> What the fuckin' hell are you up to? </i> - What you talkin' about, you mug?	fuckin'	1	6010762	1751	UK	2012			
♪ Especially any time Janet Came around to fuck	♪ So Kirby didn't mind him Hangin' round that much <i> ♪ Especially any time Janet Came around to fuck </i> ♪ Get her fix while her kid, Chris Waited around	fuck	2	6010762	137	UK	2012			
you find someone who's been doing it for a while, and you give me a call.	Allright? <i> you find someone who's been doing it for a while, and you give me a call. </i> fucking out?	fucking	1	3121411	233	UK	2006			
I gotta go speak to Caren.	- Derek, come on shower <i> I gotta go speak to Caren. </i> - You're leaving me on my own?	gotta	1	3121411	386	UK	2006			
Now let's start the bidding for this saucy little minx from Estonia.	Yes! <i> Now let's start the bidding for this saucy little minx from Estonia. </i> And saucy-- well, we mean saucy, because we gents love a little bit of saucy, don't we?	minx	1	4471635	1110	UK	2010			
Now i don't know why you've brought a gun, if you're stupid enough to let me see it look, i wasn't gonna do anything with it won't mind giving to me then, will you	where are the girls in the boot <i> Now i don't know why you've brought a gun, if you're stupid enough to let me see it look, i wasn't gonna do anything with it won't mind giving to me then, will you </i> can i get it back, it's not mine later follow us	gonna	1	3121411	586	UK	2006			
What the fuck do you want?	Nah. <i> What the fuck do you want? </i> I want you to show me some fucking respect.	fucking	2	4471635	947	UK	2010			
go on, fucking sicko, aren't you she's a little kid	fucking hell! <i> go on, fucking sicko, aren't you she's a little kid </i> can't you fucking shut up?	fucking	2	3121411	550	UK	2006			
you've been ages yeah, I had to earn some money, didn't i?	where have you been? <i> you've been ages yeah, I had to earn some money, didn't i? </i> stick your hand out why?	yeah	1	3121411	446	UK	2006			
yeah so are you one?	do you know what virgin is? <i> yeah so are you one? </i> come on are you a virgin?	yeah	1	3121411	308	UK	2006			
♪ Tryin' to do us over, we ain't having' that ♪	♪ All these people talkin'bout they got our backs ♪ <i> ♪ Tryin' to do us over, we ain't having' that ♪ </i> ♪ Believe I'm runnin with the... pack ♪	ain't	1	4471635	37	UK	2010			
Shut up, all right, shut up i'll kill you, i swear	had about enough of these cunts <i> Shut up, all right, shut up i'll kill you, i swear </i> Oh, Chum, come here, quickly hold it now keep it on them any of you smatter so much as a fucking sound, i swear, he'll kill ya all right?	shut up	1	3121411	479	UK	2006			
Ooh, what are you gonna do?	New fucking management. <i> Ooh, what are you gonna do? </i> Tell Don on me, are you?	gonna	2	4471635	604	UK	2010			
you spend an hour with him, i'll give you 100 quid why?	just a friend, Kelly will go with you and all right? <i> you spend an hour with him, i'll give you 100 quid why? </i> well you've already fucked someone before, haven't you?	quid	1	3121411	322	UK	2006			
Look, you can't get rid of us.	Shouldn't bloody well offer them, then, should you? <i> Look, you can't get rid of us. </i> It'd be a disaster for the club.	get rid	1	6782316	1076	UK	2009			
Get a lungful of that air, eh?	And ambition. <i> Get a lungful of that air, eh? </i> Be good for me health.	eh	1	6782316	1228	UK	2009			
When Derby County were at the fucking foot of the Second Division.	I remember that. <i> When Derby County were at the fucking foot of the Second Division. </i> When nobody had heard of them for 20 years... and nobody had heard of Sam- bloody	fucking	2	6782316	982	UK	2009			
LET'S TRY THE OTHER ROOMS.	- SHIT, THE BLOODY STORM. <i> LET'S TRY THE OTHER ROOMS. </i> COME ON.	bloody	1	5837569	778	UK	2002			
And let Hearts in again in the morning?	What? <i> And let Hearts in again in the morning? </i> Fuck off.	fuck off	1	6782316	417	UK	2009			
I didn't come to be lectured by some cocky little twat from the North East.	Well, I'm sure we all admire your loyalty. <i> I didn't come to be lectured by some cocky little twat from the North East. </i> The way I see it, there's no point being in this game... unless you want to beat the best.	cocky	2	6782316	736	UK	2009	arrogant, up oneself		arrogant
Well, what did you bloody call me for then?	Apparently, the terms have been agreed. <i> Well, what did you bloody call me for then? </i> Because when I asked Bill Nick how done the deal was... he said 99%	bloody	2	6782316	383	UK	2009			
I'll kill that bastard that killed my brother.	I can't get over it, Mother. <i> I'll kill that bastard that killed my brother. </i> Stop going on about it.	bastard	2	4136037	189	UK	2010			
I wouldn't ever use me mum dying as an excuse for anything that I've ever done in my life, really.	She were more or less blaming my mum for her being on drugs. <i> I wouldn't ever use me mum dying as an excuse for anything that I've ever done in my life, really. </i> Cos we've all got to learn by our mistakes.	me	1	4136037	892	UK	2010			
And if she'd have known Lorraine were there, she'd have had summat to say.	Same as the day that she were took into hospital after this stroke. <i> And if she'd have known Lorraine were there, she'd have had summat to say. </i> Cos she swore blind she didn't do nothing, you know, to all of us.	summat	1	4136037	1185	UK	2010			
Kirsty, is it OK if I have a little look at you?	Make yourself useful, or something! <i> Kirsty, is it OK if I have a little look at you? </i> - You want her to get her kit off, or what?	ok	1	5461631	134	UK	2003			
We made the right noises, but they were pissing in the wind.	We didn't, with hindsight, fight hard enough. <i> We made the right noises, but they were pissing in the wind. </i> Lorraine came to see Kathy after a few days, but she looked like she weren't bothered.	pissing	1	4136037	1157	UK	2010			
Pull the other one, kid.	That was her plan. <i> Pull the other one, kid. </i> She's lovely to look at, but she's not Alfred Einstein, is she?	kid	3	4527521	954	UK	2012			
Yeah, I bet she's a cracker.	I'm doing some rank stuff or something? <i> Yeah, I bet she's a cracker. </i> Where is she?	yeah	1	4527521	536	UK	2012			
Fuck the money Fuck the risk.	I don't see why we can't just take off, just the two of us. <i> Fuck the money Fuck the risk. </i> We've been through this a thousand times.	fuck	2	4527521	376	UK	2012			
Oh, you ain't gonna kill me, Jermaine, come on.	You keep this up and I'm a pop you right here, you understand? <i> Oh, you ain't gonna kill me, Jermaine, come on. </i> Oh, yeah?	gonna	1	4527521	212	UK	2012			
- Well, of course it is.	- it's not about the money. <i> - Well, of course it is. </i> It's not the bloody money!	bloody	1	5461631	547	UK	2003			
Let's go through it one more time, yeah?	I got a plan, see? <i> Let's go through it one more time, yeah? </i> What?	yeah	1	4527521	369	UK	2012			
Sorry about the head butt.	Catch you on the other side. <i> Sorry about the head butt. </i> It's fine.	butt	1	4527521	1034	UK	2012			
So you have slain my son?	Tie down the beast. <i> So you have slain my son? </i> I did not fight.	son	1	5742017	937	UK	2010			
Find out what his racket is.	They're drinking champagne. <i> Find out what his racket is. </i> May I ask what persuaded you to be so bold as to invest in an all-female production of the Scottish play?	racket	2	4107485	560	UK	2010	any form of deception, criminal trickery, hoaxing.	https://greensdictofslang.com/entry/65bcndy	trickery
I'm a sports reporter, not Carl fucking Bernstein.	No, Jasper. <i> I'm a sports reporter, not Carl fucking Bernstein. </i> But because it means so much to you, lover man, I think I know a man who can.	fucking	2	6338678	399	UK	2008	implying a variety of negatives, e.g. vile, despicable, unpleasant, corrupt, dirty.	https://greensdictofslang.com/entry/x57x77i	bad
You look nice in civvies, Terrence.	You know that, don't you? <i> You look nice in civvies, Terrence. </i> No one'd ever guess you were an off-duty police officer.	civvies	2	6338678	567	UK	2008	civilian clothing, i.e. neither a uniform nor ones working clothes.	https://greensdictofslang.com/entry/ssjzxba	civilian clothing
- You gonna help me with this or what?	- Cool, man. <i> - You gonna help me with this or what? </i> - Jay, man just got out of jail today.	gonna	2	3345059	623	UK	2008			
You shot man last night and now this.	But you gone psycho, blood. <i> You shot man last night and now this. </i> I'm not going jail for you.	blood	1	3345059	769	UK	2008			
Get out of here, man.	Oh, thank you, God. <i> Get out of here, man. </i> Arsehole!	man	1	3345059	469	UK	2008			
- Who the fuck you talking to?	- Why's he getting excited? <i> - Who the fuck you talking to? </i> Look, let's just calm the fuck down.	fuck	2	3345059	689	UK	2008	in fig. uses. (a) anything at all, usu. in negative (i.e. nothing); usu. in phrs. like give a fuck	https://greensdictofslang.com/entry/3yrhsey	hell
- Might as well jack him.	- Fuck! <i> - Might as well jack him. </i> - Fucking come here.	jack him	1	3345059	1039	UK	2008			
If not for this prick, I wouldn't have had to.	You fucking pussyhole. <i> If not for this prick, I wouldn't have had to. </i> - You're wrong, Dabs.	prick	2	3345059	1408	UK	2008	the penis.	https://greensdictofslang.com/entry/ul6y4ea	penis
Didn't we shave my name into your pussy hair the other night, huh?	I do pay you attention, babe. <i> Didn't we shave my name into your pussy hair the other night, huh? </i> That's attention.	pussy	2	3345059	77	UK	2008			
- Who the fuck are you talking to, blood?	Fuck you. <i> - Who the fuck are you talking to, blood? </i> - Get off me, cuz, yeah?	fuck	2	3345059	775	UK	2008	in fig. uses. (a) anything at all, usu. in negative (i.e. nothing); usu. in phrs. like give a fuck	https://greensdictofslang.com/entry/3yrhsey	hell
So I don't see you in a couple of months, yeah, and you got yourself a girl, blood?	Rah, blood! <i> So I don't see you in a couple of months, yeah, and you got yourself a girl, blood? </i> Babe, check they didn't put no onions in it.	yeah	2	3345059	1141	UK	2008			
We can have a fat spliff, just cotch for a bit.	Come in. <i> We can have a fat spliff, just cotch for a bit. </i> It's small.	spliff	2	3345059	1063	UK	2008			
You in a rush, blood?	You got the time, blood? <i> You in a rush, blood? </i> Nah, man.	blood	1	3345059	1581	UK	2008			
You ain't gonna survive this day.	What's it about? <i> You ain't gonna survive this day. </i> I guarantee it!	ain't	2	3345059	158	UK	2008			
